#N 	Name 	S[cm] 	L[cm] 	B[kG] 	G[kG/cm]   S[kG/cm/cm] 	Tilt[deg] 	Tilt_out 	BendAng[deg]
264 	R1C3 	10049.5 	50   D_E[MeV]=3.6875  E_out[MeV]=428.552
265 	D10006 	10074.5 	25  
266 	R1C4 	10124.5 	50   D_E[MeV]=3.6875  E_out[MeV]=432.239
267 	D10007 	10190.5 	66.06  
268 	R1C5 	10240.5 	50   D_E[MeV]=3.6875  E_out[MeV]=435.927
269 	D10006 	10265.5 	25  
270 	R1C6 	10315.5 	50   D_E[MeV]=3.6875  E_out[MeV]=439.614
271 	D10007 	10381.6 	66.06  
272 	R1C7 	10431.6 	50   D_E[MeV]=3.6875  E_out[MeV]=443.302
273 	D10006 	10456.6 	25  
274 	R1C8 	10506.6 	50   D_E[MeV]=3.6875  E_out[MeV]=446.989
275 	D10014 	10583.9 	77.2679  
276 	MBT1L13H 	10583.9 	1e-006 	0 	0 	0 	0
277 	D10017 	10605.8 	21.9712  
278 	MAT1L13V 	10605.8 	1e-006 	0 	0 	0 	90
279 	D10018 	10623.8 	17.9761  
280 	IPM1L13 	10623.8 	0   	0 	0 	0 	0
281 	D10016 	10625.5 	1.6948  
282 	MQSnl 	10632.5 	7 	0 	0 	0 	0
283 	D10010 	10642.5 	10  
284 	MQB1L13 	10657.5 	15 	0 	-0.180487 	0 	0
285 	D10005 	10768.4 	110.91  
286 	R1D1 	10818.4 	50   D_E[MeV]=3.6875  E_out[MeV]=450.677
287 	D10006 	10843.4 	25  
288 	R1D2 	10893.4 	50   D_E[MeV]=3.6875  E_out[MeV]=454.364
289 	D10007 	10959.5 	66.06  
290 	R1D3 	11009.5 	50   D_E[MeV]=3.6875  E_out[MeV]=458.052
291 	D10006 	11034.5 	25  
292 	R1D4 	11084.5 	50   D_E[MeV]=3.6875  E_out[MeV]=461.739
293 	D10007 	11150.5 	66.06  
294 	R1D5 	11200.5 	50   D_E[MeV]=3.6875  E_out[MeV]=465.427
295 	D10006 	11225.5 	25  
